Timestamp,Gender,Level of Study,What is your current CGPA range?,What CGPA are you working towards having?,Do you study regularly or mostly during examinations?,Where do you mostly study?,Is your hostel/study area conducive for studying?,How often do you attend lectures?,How helpful do you find lectures?,How often do your lecturer's focus on your learning than just delivering a lecture?,How often do you submit assignments on time?,On average, how many hours do you spend on social media everyday?,Does financial stress affect your academic performance?,I feel academically stressed most of the time,What are the main challenges that affect your academic performance?  (Select all that apply)
2026-06-07 22:25:37.954000,Male,200 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Neutral,0.9,0.2,0.1,0.5,4–6 hours,Significantly (you can eat only once per day with no other expenses),Strongly Agree (I feel overwhelmed most of the time and struggle to cope),"Difficulty understanding course content, Too many academic workload demands, Lack of motivation, Other"
2026-06-07 22:29:39.260000,Female,100 Level,,3.50 – 4.49 (Second class upper),Mostly during exams or for a test,Common room,Conducive,0.75,0.5,0.5,0.75,More than 6 hours,Moderately (you can eat twice per day with few expenses),Strongly Agree (I feel overwhelmed most of the time and struggle to cope),"Distractions (noise, social activities, roommates, etc.), Too many academic workload demands, Poor time management, Health/personal issues"
2026-06-07 22:30:49.381000,Male,400 Level,4.50 – 5.00 (First class),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Not conducive,0.9,0.5,0.25,0.75,More than 6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Distractions (noise, social activities, roommates, etc.), Too many academic workload demands, Lack of motivation, Poor time management"
2026-06-07 22:34:42.876000,Female,300 Level,4.50 – 5.00 (First class),4.50 – 5.00 (First class),Regularly,Common room,Very conducive,0.9,0.75,0.5,0.75,More than 6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),Too many academic workload demands
2026-06-07 22:35:00.107000,Male,400 Level,2.40 – 3.49 (Second class lower),3.50 – 4.49 (Second class upper),Mostly during exams or for a test,Other,Neutral,0.9,0.5,0.5,0.5,4–6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),Lack of motivation
2026-06-07 22:35:03.623000,Male,400 Level,4.50 – 5.00 (First class),1.50 – 2.39 (Third class),Mostly during exams or for a test,Hostel room,Neutral,0.9,0.75,0.75,0.5,4–6 hours,Significantly (you can eat only once per day with no other expenses),Strongly Agree (I feel overwhelmed most of the time and struggle to cope),"Difficulty understanding course content, Lack of academic support from lecturers, Distractions (noise, social activities, roommates, etc.), Too many academic workload demands, Lack of motivation, Poor time management, Health/personal issues, Other"
2026-06-07 22:42:08.493000,Female,100 Level,1.50 – 2.39 (Third class),2.40 – 3.49 (Second class lower),Mostly during exams or for a test,Hostel room,Neutral,0.75,0.75,0.5,0.5,More than 6 hours,Not at all (you can eat 3 times per day with any expenses),Strongly Agree (I feel overwhelmed most of the time and struggle to cope),"Distractions (noise, social activities, roommates, etc.)"
2026-06-07 22:51:42.021000,Female,100 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Conducive,0.75,0.3,0.1,0.75,4–6 hours,Moderately (you can eat twice per day with few expenses),Disagree (I occasionally feel stressed, but it does not affect me significantly),"Difficulty understanding course content, Lack of academic support from lecturers, Lack of motivation, Poor time management"
2026-06-07 22:53:31.648000,Female,200 Level,4.50 – 5.00 (First class),4.50 – 5.00 (First class),Mostly during exams or for a test,Other,Conducive,0.9,0.3,0.25,0.75,More than 6 hours,Significantly (you can eat only once per day with no other expenses),Agree (I often feel stressed, but I can usually manage it),"Difficulty understanding course content, Too many academic workload demands, Other"
2026-06-07 22:54:37.702000,Male,200 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Neutral,0.75,0.3,0.5,0.5,4–6 hours,Moderately (you can eat twice per day with few expenses),Disagree (I occasionally feel stressed, but it does not affect me significantly),Poor time management
2026-06-07 23:06:25.496000,Female,200 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Neutral,0.9,0.75,0.75,0.75,4–6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Difficulty understanding course content, Poor time management"
2026-06-07 23:14:48.458000,Male,300 Level,,3.50 – 4.49 (Second class upper),Mostly during exams or for a test,Hostel room,Neutral,0.9,0.5,0.5,0.75,4–6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Lack of academic support from lecturers, Other"
2026-06-07 23:26:12.342000,Female,400 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Very poor,0.9,0.3,0.25,0.75,1–3 hours,Not at all (you can eat 3 times per day with any expenses),Strongly Agree (I feel overwhelmed most of the time and struggle to cope),"Distractions (noise, social activities, roommates, etc.), Too many academic workload demands, Health/personal issues"
2026-06-07 23:30:23.606000,Female,200 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Library,Not conducive,0.75,0.5,0.5,0.75,More than 6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Distractions (noise, social activities, roommates, etc.)"
2026-06-07 23:37:38.661000,Female,100 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Other,Neutral,0.9,0.75,0.5,0.75,4–6 hours,Significantly (you can eat only once per day with no other expenses),Agree (I often feel stressed, but I can usually manage it),"Difficulty understanding course content, Distractions (noise, social activities, roommates, etc.), Too many academic workload demands, Poor time management"
2026-06-08 00:29:03.897000,Female,100 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Library,Conducive,0.9,0.5,0.5,0.75,More than 6 hours,Moderately (you can eat twice per day with few expenses),Disagree (I occasionally feel stressed, but it does not affect me significantly),"Difficulty understanding course content, Distractions (noise, social activities, roommates, etc.), Too many academic workload demands, Poor time management"
2026-06-08 00:59:08.307000,Female,300 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Regularly,Hostel room,Very conducive,0.9,0.5,0.25,0.5,1–3 hours,Not at all (you can eat 3 times per day with any expenses),Strongly Agree (I feel overwhelmed most of the time and struggle to cope),Too many academic workload demands
2026-06-08 07:37:47.852000,Female,100 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Conducive,0.75,0.5,0.1,0.75,4–6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Difficulty understanding course content, Distractions (noise, social activities, roommates, etc.), Too many academic workload demands, Lack of motivation, Poor time management"
